ID,Label,Accepted,Score,Begin Time (s),End Time (s),Call Length (s),Principal Frequency (kHz),Low Freq (kHz),High Freq (kHz),Delta Freq (kHz),Frequency Standard Deviation (kHz),Slope (kHz/s),Sinuosity,Mean Power (dB/Hz),Tonality,Peak Freq (kHz)
11,Downward,TRUE,0.817201614,5.348920824,5.388776824,0.039856,72.87265258,59.96185446,76.9806338,17.01877934,4.652438063,-303.6525532,1.632144009,-87.59861665,0.702118454,75.80692488
12,Downward,TRUE,0.694884896,5.538290449,5.592090449,0.0538,72.09804833,62.80436803,75.81552045,13.01115242,2.705828591,-148.1229639,1.252934074,-93.54968567,0.577387802,70.23931227
13,Downward,TRUE,0.797933936,5.736174523,5.793014523,0.05684,73.00579897,67.85115979,77.73088488,9.879725086,2.169607776,-109.0641245,1.734429854,-84.22101148,0.751452195,75.15356529
14,Harmonic,TRUE,0.744043648,5.940388365,5.987428365,0.04704,69.32899746,54.73508883,75.03965736,20.30456853,4.143725283,-246.1552798,1.787453943,-74.64586496,0.813257884,73.13610406
15,Harmonic,TRUE,0.684931695,6.140396277,6.190116277,0.04972,69.44498857,56.22912954,72.74895332,16.51982379,3.458046265,-195.669463,1.269491626,-61.90344183,0.857394883,69.99564936
16,Harmonic,TRUE,0.827315629,6.350849967,6.390809967,0.03996,66.07545045,56.50337838,71.14301802,14.63963964,3.541392331,-289.1780322,1.114312783,-68.49354624,0.872751966,67.76463964
17,Upward,TRUE,0.70171088,6.416754151,6.423706151,0.006952,61.94378931,56.44064465,61.94378931,5.503144654,2.020617759,748.0975358,1.12857185,-84.89274723,0.709684085,60.37146226
18,Downward,TRUE,0.839715183,6.558523814,6.602303814,0.04378,64.0625,51.5625,69.6875,18.125,4.623655348,-223.3929836,1.580652878,-72.6036819,0.814674989,67.8125
19,Harmonic,TRUE,0.824174166,6.753223672,6.806047672,0.052824,64.80846774,53.71975806,68.5047043,14.78494624,3.737914151,-199.271095,1.173716049,-72.2629425,0.811132408,67.83266129
20,Upward,TRUE,1,6.828985247,6.834921247,0.005936,53.1754874,44.66609773,58.75060477,14.08450704,5.838601511,-1639.488398,3.698773905,-96.63439727,0.257047476,57.57689585
21,Downward,TRUE,0.873319745,6.953917405,7.004681405,0.050764,65.50480769,52.04326923,66.94711538,14.90384615,3.940406732,-153.1657795,1.846783225,-76.45746575,0.804627618,65.02403846
22,Downward,TRUE,0.591771901,7.136057577,7.183637577,0.04758,67.16032609,55.27173913,79.72826087,24.45652174,3.37063676,-161.5720797,1.368397072,-68.13597265,0.856685043,68.17934783
23,Downward,TRUE,0.604903519,7.32506149,7.37383749,0.048776,66.35758197,56.79474044,69.0898224,12.29508197,2.852100432,-155.0828881,1.186684378,-70.30312158,0.821363006,67.72370219
24,Upward,TRUE,0.634894073,7.400925625,7.408141625,0.007216,58.23863636,52.93560606,59.75378788,6.818181818,2.214591624,589.5342647,2.143179742,-85.00752026,0.748443703,58.23863636
25,Harmonic,TRUE,0.834854245,7.53464914,7.57849714,0.043848,65,56.78571429,71.07142857,14.28571429,3.653517343,-275.9047363,1.106826077,-67.30527228,0.853627285,63.92857143
26,Downward,TRUE,0.81674099,7.720903352,7.767903352,0.047,66.17584746,55.0529661,69.35381356,14.30084746,3.384893796,-223.3989521,1.241771037,-65.53949739,0.879967276,67.76483051
27,Downward,TRUE,0.688695371,7.941572933,7.981760933,0.040188,63.60795455,49.08775253,67.39583333,18.30808081,4.865358942,-379.2046756,1.13578734,-68.65950435,0.863392667,66.13320707
28,Downward,TRUE,0.72396189,8.156261436,8.193353436,0.037092,61.02393617,57.92109929,64.57003546,6.64893617,2.06210159,-177.7874459,1.347574265,-78.15871697,0.823292546,58.3643617
29,Downward,TRUE,0.819865823,8.347602746,8.387778746,0.040176,61.25,58.125,65.26785714,7.142857143,2.048901209,-121.3452208,1.714147471,-84.57512143,0.818727106,62.58928571
30,Downward,TRUE,0.63580811,8.545910398,8.572550398,0.02664,60.07038288,56.12894144,61.19650901,5.067567568,1.37748591,-139.3441993,1.121746563,-93.79887333,0.637762006,58.94425676
31,Downward,TRUE,0.810844183,8.737908446,8.762996446,0.025088,62.65228426,56.3071066,65.8248731,9.517766497,2.642429643,-338.394616,1.081265204,-74.30580616,0.855783994,63.9213198
32,Downward,TRUE,0.903518379,8.919456461,8.971916461,0.05246,63.63425926,49.45601852,66.23842593,16.78240741,5.018851346,-246.3524757,1.564893324,-76.27281839,0.83946663,65.08101852
33,Downward,TRUE,0.777222157,9.136994097,9.172194097,0.0352,64.00593891,55.52177602,64.57154977,9.049773756,2.243829315,-178.1530879,1.179400563,-75.54100476,0.840252821,62.30910633
34,Downward,TRUE,1,12.61762471,12.63005671,0.012432,70.46462126,68.78192895,71.66654433,2.884615385,0.95938977,-63.94799378,1.323742683,-99.17171166,0.550060106,71.1857751
35,Downward,TRUE,0.813596845,12.84263268,12.88762468,0.044992,70.54303279,66.03483607,73.82172131,7.786885246,1.711922072,-92.49227325,1.772202751,-88.04571574,0.716884611,69.72336066
36,Downward,TRUE,0.822015285,13.04702734,13.09729534,0.050268,67.29264019,56.7786215,69.62908879,12.85046729,2.678879682,-123.3049199,1.294798576,-75.93321183,0.790689782,69.04497664
37,Downward,TRUE,0.683281243,13.28260716,13.32980716,0.0472,67.72854478,54.66884328,69.59421642,14.92537313,3.235702155,-183.9258929,1.192608168,-71.548546,0.850205368,67.72854478
38,Downward,TRUE,0.80484724,13.51934351,13.55460751,0.035264,60.55257511,51.43240343,63.77145923,12.33905579,3.220331786,-278.7538819,1.106690106,-74.42989219,0.823519609,60.55257511
39,Downward,TRUE,1,13.73642874,13.75535674,0.018928,62.16641052,60.87585005,63.08823943,2.212389381,0.706419781,-118.4521583,1.070615915,-108.3133769,0.246863295,61.98204474
40,Downward,TRUE,0.685594618,13.93975662,13.96159662,0.02184,60.23722628,59.32481752,62.51824818,3.193430657,1.345179898,-139.0319188,1.030887344,-110.2548261,0.244397823,59.7810219
41,Downward,TRUE,0.841445625,19.06811951,19.11361151,0.045492,75,61.60714286,80.02232143,18.41517857,4.274485291,-197.6973337,2.312075029,-85.87714883,0.725420815,75
42,Downward,TRUE,0.874293089,19.29761434,19.33307434,0.03546,74.9444797,58.44701777,76.84803299,18.40101523,5.095187914,-325.3677508,1.92723751,-87.7199142,0.697810598,75.57899746
43,Downward,TRUE,0.590355158,19.55736823,19.57016823,0.0128,64.65640547,59.68128109,66.52207711,6.84079602,1.985299881,-434.4088382,1.309751846,-107.1301444,0.35859376,64.03451493
44,Downward,TRUE,0.738313556,22.24394462,22.27864862,0.034704,71.37654959,62.59555785,73.95919421,11.36363636,3.199097574,-284.1692112,1.168819143,-89.38793799,0.695079282,72.92613636
45,Downward,TRUE,0.744308889,22.48368671,22.51031071,0.026624,73.38942308,69.78365385,75.79326923,6.009615385,1.929306655,-211.8391273,1.155515047,-100.9129368,0.431171751,70.98557692
46,Downward,TRUE,0.79608804,23.27745948,23.31731548,0.039856,75.28207092,60.61070942,78.21634322,17.6056338,3.8738038,-213.8038512,1.78907653,-94.85379471,0.554960218,75.86892538
47,Chevron,TRUE,0.844613016,23.34293177,23.38496377,0.042032,72.26973684,65.69078947,72.70833333,7.01754386,1.632761299,-73.80419528,1.331379558,-82.30302446,0.802284618,72.70833333
48,Complex,TRUE,0.674788415,23.49509025,23.53908225,0.043992,74.54615724,72.77937279,78.07972615,5.300353357,1.408179757,-89.48176815,1.315622936,-94.43871878,0.536829735,73.2210689
49,Complex,TRUE,0.799383938,23.6604541,23.7145141,0.05406,70.11286379,58.88239504,72.06598879,13.18359375,3.48175388,-79.13675345,1.706125166,-66.93280205,0.84275117,71.57770754
50,Downward,TRUE,1,23.74313175,23.74925175,0.00612,55.86444418,50.98163168,56.84100668,5.859375,2.521473533,-1025.800945,1.395172139,-87.6506771,0.522063088,55.86444418
51,Complex,TRUE,0.755527675,23.8467468,23.9014188,0.054672,69.71770446,59.49465613,72.50580855,13.01115242,2.856420691,-82.49067794,1.744005398,-62.35841476,0.873377726,69.71770446
52,Complex,TRUE,0.854224205,24.04007293,24.09964093,0.059568,70.0984589,58.11215753,72.38156393,14.26940639,3.388089301,-84.1449557,1.446791585,-56.67590891,0.863058732,69.52768265
53,2Syllabes,TRUE,0.6741184,24.24346169,24.31794169,0.07448,68.84902243,58.13473672,73.95106325,15.81632653,4.204719284,-140.0924609,1.499656083,-58.52639908,0.841860188,69.8694306
54,2Syllabes,TRUE,0.658425987,24.45638393,24.52237593,0.065992,70.43058732,47.8534948,72.08256969,24.22907489,4.152524957,-72.02744075,1.560813744,-66.64782497,0.849048132,69.32926573
55,Complex,TRUE,0.744061589,24.66946754,24.75380354,0.084336,69.0327381,53.65575397,73.99305556,20.33730159,5.71417036,-213.2732552,1.273346436,-63.88406191,0.871486431,71.01686508
56,Complex,TRUE,0.883192182,24.87002225,24.93011025,0.060088,67.25961538,62.45192308,73.02884615,10.57692308,3.452272211,-169.3517912,1.399829775,-58.19408959,0.876855686,69.66346154
57,Complex,TRUE,0.590664625,25.08196475,25.12191675,0.039952,64.42042952,62.76844714,67.72439427,4.955947137,1.212262526,13.82301039,1.177382574,-61.5104811,0.863300665,66.07241189
58,Complex,TRUE,0.603299141,25.27974456,25.34011256,0.060368,60.98760933,58.43658892,62.80976676,4.373177843,1.095987782,-33.48713652,1.431618192,-99.31122092,0.44244288,62.80976676
59,2Syllabes,TRUE,0.86745882,25.48073495,25.54344295,0.062708,62.90939922,52.2504845,63.87839147,11.62790698,3.135424424,-152.6567573,1.281799632,-79.76036667,0.701350778,61.45591085
60,Complex,TRUE,0.855585814,25.66259955,25.71271155,0.050112,65.85302053,55.61595157,68.54698605,12.93103448,2.765578413,-78.08304293,1.371626934,-60.23338314,0.841837405,64.23664122
61,Upward,TRUE,1,25.73226479,25.74251679,0.010252,58.43902549,50.92829588,62.73087098,11.80257511,3.560815357,-596.8302196,1.923919772,-96.99102828,0.541283581,59.51198686
62,Complex,TRUE,0.890049696,25.85388436,25.93592436,0.08204,65.9672619,58.31420068,69.36862245,11.05442177,3.711136339,-109.4037038,1.487344024,-64.00362358,0.875159081,69.36862245
63,Composite,TRUE,0.793103814,26.08362917,26.13969717,0.056068,59.18560606,50.66287879,101.7992424,51.13636364,6.141848542,-157.306247,2.32820766,-75.89859536,0.77673468,62.97348485
64,Downward,TRUE,0.848113775,26.27400252,26.32562652,0.051624,65.78582636,54.80256276,68.40088912,13.59832636,3.681083335,-193.374155,1.295866693,-67.01732325,0.864411146,66.30883891
65,Downward,TRUE,0.869554698,26.48699329,26.53326529,0.046272,61.55475207,50.70764463,63.62086777,12.91322314,3.728304561,-210.0080027,1.283425154,-74.24064933,0.843710732,63.10433884
66,Downward,TRUE,0.831955135,26.69421609,26.74236009,0.048144,59.43565401,48.8871308,64.70991561,15.82278481,3.360306059,-205.991178,1.220500266,-80.74636878,0.791786425,58.90822785
67,Downward,TRUE,0.66242379,26.91020739,26.94561939,0.035412,60.17945627,50.58515803,61.55007031,10.96491228,3.111238898,-104.8427808,1.641636282,-88.14738391,0.665697293,61.55007031
68,Downward,TRUE,0.832853973,27.09717378,27.14538178,0.048208,61.41991445,50.96364068,62.84576996,11.88212928,2.42029587,-104.4639961,1.353287117,-75.39468511,0.824300337,61.89519962
69,Composite,TRUE,0.772741795,27.30635818,27.35867818,0.05232,62.27530992,48.84555785,101.5315083,52.68595041,7.664615997,-203.7099138,2.638745495,-75.65250257,0.77244548,63.30836777
70,Composite,TRUE,0.72136718,27.50365998,27.55180398,0.048144,62.71341463,51.12804878,70.0304878,18.90243902,5.113707465,-284.5114862,1.383387407,-70.37890178,0.859316706,61.49390244
71,Composite,TRUE,0.687972903,27.69814075,27.76399675,0.065856,64.21967456,57.56286982,97.50369822,39.9408284,5.063940301,-191.6935541,2.091820807,-73.40217707,0.789774744,62.74038462
72,Composite,TRUE,0.601948917,27.90155561,27.95173961,0.050184,64.02074899,60.98431174,69.08147773,8.097165992,2.388697993,-148.6745976,1.217654792,-59.77591953,0.877438507,66.55111336
73,Harmonic,TRUE,0.845320642,28.08117763,28.13733763,0.05616,66.65509259,57.39583333,70.70601852,13.31018519,2.792107238,-115.3215118,1.333046472,-56.00933322,0.896405927,67.2337963
74,Complex,TRUE,0.663900018,28.29566639,28.34312639,0.04746,62.37132353,60.16544118,64.20955882,4.044117647,1.214400308,-69.49522725,1.355609379,-94.78106081,0.598782315,60.90073529
75,Complex,TRUE,0.87368691,28.49468578,28.55544578,0.06076,63.91514228,55.78506098,68.99644309,13.21138211,4.238527504,-206.0144981,1.347583729,-64.1444184,0.881883042,62.39075203
76,Complex,TRUE,0.809558868,28.70567397,28.76176197,0.056088,61.52074899,53.423583,66.07540486,12.65182186,3.811042048,-181.7750947,1.47139806,-67.49485322,0.834129934,64.55718623
77,Downward,TRUE,0.694785953,28.92223376,28.95549776,0.033264,59.35240056,45.53661109,62.64187425,17.10526316,4.322305153,-302.9183998,2.192288374,-87.95846817,0.72775942,61.32608477
78,Downward,TRUE,0.666292846,29.81854902,29.83777702,0.019228,61.25,58.57142857,62.73809524,4.166666667,1.252482828,-205.5534092,1.077276971,-99.97893335,0.501651468,61.54761905
79,Downward,TRUE,0.747594714,30.50053539,30.52045539,0.01992,62.4375,60.9375,63.4375,2.5,0.7154752,-106.2692328,1.070604045,-103.4183881,0.44703056,62.4375
80,Downward,TRUE,0.768550873,31.1197932,31.1546412,0.034848,62.0754717,55.47169811,66.32075472,10.8490566,2.343990729,-206.1248675,1.14091018,-96.26494908,0.586110975,62.54716981
81,Downward,TRUE,0.747177482,31.72014147,31.74562547,0.025484,63.54016245,59.93005415,64.44268953,4.512635379,1.315087066,-105.8921659,1.54658939,-101.3064448,0.435733469,63.54016245
82,Downward,TRUE,0.632253826,31.92414171,31.95146971,0.027328,64.26658163,62.22576531,66.30739796,4.081632653,1.369771565,-152.0303036,1.062805748,-105.6058254,0.280852632,64.77678571
83,Downward,TRUE,0.742091238,32.13622869,32.17094869,0.03472,63.71360442,59.69754016,66.22364458,6.526104418,1.933437083,-174.4592114,1.103923944,-105.8297301,0.286601694,66.22364458
84,Downward,TRUE,0.889616549,42.15453639,42.20690039,0.052364,72.47983871,63.40725806,75,11.59274194,3.080206739,-102.6336336,2.332123095,-82.89605196,0.758985873,73.48790323
85,Complex,TRUE,0.742365956,42.34000121,42.38756521,0.047564,70.20177165,64.78838583,72.66240157,7.874015748,1.746548214,-99.21656443,1.251841204,-71.78957815,0.848706319,70.69389764
86,Complex,TRUE,0.864768028,42.52738674,42.58979474,0.062408,71.26157407,60.15046296,75.42824074,15.27777778,3.262985822,-73.32056866,1.643124683,-75.60813608,0.791848941,70.79861111
87,Downward,TRUE,0.784465075,42.7427263,42.8060623,0.063336,71.22075123,49.05326355,76.76262315,27.70935961,7.206209029,-254.2286697,2.213746557,-80.84176171,0.758012014,71.22075123
88,Chevron,TRUE,1,42.85415503,42.86202303,0.007868,50.42150533,49.3133493,51.08639895,1.773049645,0.624062923,-32.86346466,1.457649122,-97.23400628,0.540268099,50.64313654
89,Chevron,TRUE,0.7541219,43.00248051,43.04648051,0.044,71.04166667,63.3423913,72.85326087,9.510869565,2.17248576,-89.66157561,1.497955507,-67.35259424,0.869358428,71.94746377
90,Downward,TRUE,1,43.0891794,43.1195474,0.030368,88.01486009,79.48243689,89.72134474,10.23890785,3.863218916,218.4817402,1.828290869,-116.1037032,0.166141612,89.29472358
91,2Syllabes,TRUE,0.604733586,43.19310089,43.29010089,0.097,70.46688247,48.0565239,78.93301793,30.87649402,7.336094658,-211.362977,2.797859388,-76.32841764,0.736496167,72.95692231
92,Harmonic,TRUE,0.839046478,43.41820215,43.48851015,0.070308,70.98794558,47.47877127,75.00170705,27.52293578,7.887040763,25.53132984,2.106656534,-74.5228176,0.767314857,72.13473458
93,Downward,TRUE,0.89963907,43.64359895,43.69426695,0.050668,71.5625,55.41666667,74.16666667,18.75,4.756768304,-230.5893598,1.395007196,-76.18564337,0.796959095,69.47916667
94,Downward,TRUE,0.760448515,43.85820415,43.90814415,0.04994,73.51425439,62.82346491,77.07785088,14.25438596,3.247433954,-191.0021877,1.309125912,-68.94284537,0.874300996,76.52960526
95,Downward,TRUE,0.668575168,43.93846833,43.95043633,0.011968,49.87215909,46.67613636,54.48863636,7.8125,2.446862425,-643.4123372,1.064592204,-88.58089564,0.736385253,48.09659091
96,Complex,TRUE,0.899876952,44.08157171,44.12279171,0.04122,72.79891304,65.19021739,76.60326087,11.41304348,2.530148434,-168.60957,1.413677875,-69.0702446,0.861414527,72.79891304
97,Complex,TRUE,0.78559047,44.30840052,44.36065652,0.052256,74.21600877,67.19846491,76.40899123,9.210526316,1.789634856,-76.52123282,1.351370519,-65.94137175,0.866692897,75.97039474
98,Complex,TRUE,0.800445974,44.5476475,44.5936155,0.045968,74.51576577,62.69144144,77.89414414,15.2027027,3.297597663,-210.1593282,1.317783188,-63.73108913,0.887759462,77.89414414
99,2Syllabes,TRUE,0.809818387,44.75163274,44.80429674,0.052664,71.51864035,62.19846491,89.61074561,27.4122807,5.60820825,-176.2428341,3.78874259,-71.86030303,0.79531984,72.06688596
100,2Syllabes,TRUE,0.753388405,44.99260932,45.05287332,0.060264,70.77645706,53.52185583,98.00038344,44.47852761,10.78881374,-162.0047028,1.872235906,-87.49916801,0.599823293,74.2273773
101,2Syllabes,TRUE,0.864324033,45.18247664,45.23926064,0.056784,71.37738854,59.43471338,100.0398089,40.60509554,9.08508012,-3.812049455,3.111292755,-82.05921626,0.720521079,72.96974522
102,2Syllabes,TRUE,0.885831654,45.38725393,45.44886593,0.061612,71.82783019,62.39386792,81.85141509,19.45754717,3.889539955,-172.1656606,2.062234205,-85.23719343,0.632987776,73.00707547
103,Harmonic,TRUE,0.827215433,45.59975644,45.65842844,0.058672,66.59126192,53.63789404,68.5342671,14.89637306,2.885079593,-75.38584166,1.24752103,-57.45693984,0.885968706,65.94359352
104,Composite,TRUE,1,45.69373458,45.69627858,0.002544,45.29932404,44.13109974,89.6918474,45.56074766,21.4972015,18401.10714,1.180679431,-99.35277342,0.224511538,45.29932404
105,2Syllabes,TRUE,0.702610672,45.81901146,45.91225946,0.093248,64.83433735,47.76606426,69.85441767,22.08835341,6.277676636,-207.2927169,1.31880286,-60.11769263,0.870195729,66.34036145
106,Downward,TRUE,0.756882071,46.05088751,46.11298751,0.0621,65.34855769,56.03365385,71.65865385,15.625,3.687054713,-173.8940884,1.261997335,-57.683257,0.890383275,68.65384615
107,Composite,TRUE,1,46.13290915,46.14413315,0.011224,54.93852014,43.75965835,80.3450242,36.58536585,17.32119974,-1274.466284,3.143792103,-109.1431254,0.182532045,44.77591851
108,Downward,TRUE,0.699150205,46.25890716,46.32772316,0.068816,65.65452756,55.81200787,68.60728346,12.79527559,3.07752173,-114.3324573,1.342331525,-59.20893285,0.886844665,68.11515748
109,Composite,TRUE,0.590581179,46.35421824,46.35757824,0.00336,50.16528926,49.1322314,70.82644628,21.69421488,9.48502391,3694.246826,1.218674822,-99.43981003,0.224890951,49.1322314
110,Complex,TRUE,0.699652791,46.4892942,46.5670302,0.077736,64.18067227,55.25210084,66.28151261,11.02941176,2.334187514,-82.71561139,1.171377272,-60.00221726,0.864240731,66.28151261
111,Complex,TRUE,0.743763566,46.73080059,46.79934459,0.068544,64.59558824,55.40441176,68.27205882,12.86764706,2.604237064,-105.0846425,1.287412073,-58.55747299,0.87387758,66.43382353
112,Complex,TRUE,0.875155628,46.96016353,47.01798353,0.05782,64.46138211,55.82317073,67.00203252,11.17886179,2.396936089,-111.9551027,1.248847873,-59.18923063,0.881220134,66.49390244
113,Complex,TRUE,0.863769829,47.17492709,47.23692709,0.062,65.44820717,55.48804781,66.44422311,10.9561753,2.325921573,-70.21166486,1.195601056,-61.89741796,0.856173088,66.44422311
114,Complex,TRUE,0.678797722,47.41637247,47.50104447,0.084672,63.00035959,56.69472161,67.45139817,10.75667656,2.531170433,-89.41616383,1.365439983,-58.76622786,0.909869304,64.854959
115,Complex,TRUE,0.82027632,47.63431016,47.72839016,0.09408,62.00892857,49.95535714,66.47321429,16.51785714,4.005019005,-123.2246428,1.415852376,-61.40312801,0.878713535,66.02678571
116,Composite,TRUE,0.650076687,47.87862741,47.96217141,0.083544,62.16292135,47.41573034,109.9157303,62.5,10.51936892,-165.1645496,2.863111774,-72.73801192,0.780000264,64.97191011
117,Complex,TRUE,0.872429729,48.07963275,48.15856875,0.078936,62.25639764,53.39812992,68.16190945,14.76377953,3.71332168,-146.1949283,1.272374459,-58.29157215,0.882361785,66.19340551
118,Downward,TRUE,0.794736743,48.2899113,48.3456713,0.05576,64.45121951,48.59756098,67.5,18.90243902,3.524387852,-149.3458776,1.313266956,-56.74900958,0.900668417,66.8902439
119,Complex,TRUE,0.880215645,48.49625438,48.56485438,0.0686,63.01829268,49.80691057,66.06707317,16.2601626,3.823289203,-132.4765973,1.35572763,-61.21378813,0.889952242,63.01829268
120,Downward,TRUE,0.835964859,48.70963514,48.76595514,0.05632,62.25254525,41.32494344,63.94937783,22.62443439,5.445494629,-237.2349665,1.308489522,-60.3911563,0.882929744,63.38376697
121,Downward,TRUE,0.605537355,48.93660261,48.95150661,0.014904,99.90354938,92.95910494,102.2183642,9.259259259,2.989856405,-620.2245814,1.18190724,-104.5622334,0.369352826,100.6751543
122,Downward,TRUE,0.659686804,49.14524279,49.17727479,0.032032,114.7506831,100.4064208,116.1168033,15.71038251,5.104902376,-476.6273829,1.112546704,-103.0386811,0.330970218,116.1168033
123,Downward,TRUE,0.604803085,53.38215135,53.39431935,0.012168,102.2794118,98.23529412,108.5294118,10.29411765,2.925817742,-823.6068584,1.025423484,-106.2024247,0.33348163,101.1764706
124,Downward,TRUE,0.719316423,63.10198249,63.15067449,0.048692,70.7878861,60.65275097,76.57939189,15.92664093,2.643081805,-161.7799341,1.329050982,-83.75221265,0.766602406,69.82263514
125,Complex,TRUE,0.877989471,63.30029011,63.38943811,0.089148,70.13641641,60.84849071,74.00638545,13.15789474,2.320805981,-73.46437761,1.426885472,-81.77684569,0.745078065,71.68440402
126,Harmonic,TRUE,0.842570305,63.51475879,63.59411079,0.079352,65.99457763,57.43293379,72.27311644,14.84018265,3.959803498,-152.1519167,1.227837776,-59.65906708,0.875908633,71.70234018
127,Harmonic,TRUE,0.843129754,63.74853612,63.83077612,0.08224,64.09641473,55.85998062,71.36385659,15.50387597,3.072689574,-111.1840114,1.317528803,-65.2751288,0.863068538,65.06540698
128,Harmonic,TRUE,0.818198979,63.97415621,64.04051621,0.06636,65,57.85714286,69.16666667,11.30952381,2.559220223,-117.2995309,1.151799523,-63.68635385,0.864575342,67.97619048
129,Harmonic,TRUE,0.81864959,64.20086613,64.27765413,0.076788,66.02716245,57.85205696,71.03771097,13.18565401,3.048704597,-130.2168134,1.157309312,-61.00796582,0.877581135,67.87315401
130,Harmonic,TRUE,0.847754419,64.41741716,64.49091716,0.0735,63.75762195,55.11941057,69.34705285,14.22764228,3.040173214,-117.3447556,1.311255884,-65.18752335,0.846237715,67.8226626
131,Harmonic,TRUE,0.708011389,64.63631538,64.69273538,0.05642,67.04415138,57.86983945,69.91112385,12.0412844,2.790743705,-121.4512492,1.307695645,-60.53196656,0.850438663,69.91112385
132,Harmonic,TRUE,0.825315952,64.84375985,64.90975185,0.065992,65.86453744,58.15528634,70.82048458,12.66519824,2.775363556,-97.23584626,1.351555335,-60.16854126,0.870009952,69.719163
133,2Syllabes,TRUE,0.660430253,65.05345256,65.11801256,0.06456,64.69330855,57.72304833,68.87546468,11.15241636,2.688260146,-113.8767668,1.334580914,-64.37160356,0.84102909,67.48141264
134,2Syllabes,TRUE,0.700038552,65.26424765,65.33480765,0.07056,65.17663043,46.40192688,71.10548419,24.70355731,3.944446415,-62.76558871,2.276508515,-70.14175269,0.79025943,70.61141304
135,Harmonic,TRUE,0.691029906,65.4813233,65.5753233,0.094,65.77860169,45.65148305,69.48622881,23.83474576,5.850427102,-197.8561274,1.227645116,-70.1134782,0.755155376,67.89724576
136,Harmonic,TRUE,0.637570322,65.69325033,65.75499433,0.061744,67.33893172,58.52835903,70.64289648,12.11453744,2.656394728,-116.150351,1.256998409,-66.86119526,0.847991142,68.9909141
137,Chevron,TRUE,1,65.76936735,65.78338335,0.014016,57.21243928,54.37153019,57.7806211,3.409090909,1.013822268,-49.28159516,1.333125707,-71.52458915,0.83879027,57.21243928
138,2Syllabes,TRUE,0.726005018,65.90362025,65.99572025,0.0921,65.89285714,55.34090909,70.35714286,15.01623377,5.675002825,-180.962345,1.561125063,-66.62755699,0.798266514,69.9512987
139,Downward,TRUE,0.671639621,66.12270781,66.18030781,0.0576,66.76348548,57.16804979,69.61618257,12.44813278,3.315064663,-140.3175726,1.398129204,-66.6650204,0.826070094,69.61618257
140,Upward,TRUE,0.691736162,66.20245764,66.21413364,0.011676,58.58138489,54.5346223,63.52742806,8.992805755,3.212572685,869.4383817,1.118571016,-69.29908319,0.841320445,63.52742806
141,Complex,TRUE,0.813251436,66.33953417,66.40049417,0.06096,63.68602362,55.31988189,69.09940945,13.77952756,3.153096141,-148.7451745,1.333631371,-56.62222404,0.87613066,68.11515748
142,Complex,TRUE,0.846042097,66.5524825,66.6115065,0.059024,65.58185146,54.59858787,69.24293933,14.64435146,3.64454255,-152.0613476,1.395262497,-54.97257597,0.884867129,65.05883891
143,Harmonic,TRUE,0.605080545,66.77223806,66.85225006,0.080012,63.99018595,50.56043388,69.67200413,19.11157025,4.931474835,-192.9156172,1.280427614,-54.10927995,0.847458316,64.50671488
