ID,Label,Accepted,Score,Begin Time (s),End Time (s),Call Length (s),Principal Frequency (kHz),Low Freq (kHz),High Freq (kHz),Delta Freq (kHz),Frequency Standard Deviation (kHz),Slope (kHz/s),Sinuosity,Mean Power (dB/Hz),Tonality,Peak Freq (kHz)
11,Complex,TRUE,0.789944232,2.915752643,2.935112643,0.01936,89.91233032,86.51866516,93.87160633,7.352941176,2.262443439,-238.1693231,1.646113082,-98.90027831,0.489500283,88.7811086
12,2Syllabes,TRUE,0.620764673,3.866560719,3.908800719,0.04224,60.36684783,46.39169255,83.65877329,37.26708075,8.635657788,94.93696673,2.891132321,-95.73248817,0.470843514,61.91964286
13,Complex,TRUE,0.769812107,4.065820691,4.088780691,0.02296,68.8440534,63.38288835,71.87803398,8.495145631,2.592671425,42.28544366,1.604389036,-94.78524731,0.592860725,70.66444175
14,Complex,TRUE,0.843332052,4.521628824,4.559428824,0.0378,63.46515487,56.82798673,67.88993363,11.0619469,3.7635508,-278.7852654,1.421067543,-88.41095484,0.68404786,66.78373894
15,Upward,TRUE,0.618526995,4.684584834,4.702784834,0.0182,66.8886612,64.15642077,70.98702186,6.830601093,1.961940795,114.7340276,1.450152817,-105.6320801,0.41943739,66.8886612
16,Upward,TRUE,0.728395522,5.567917018,5.587597018,0.01968,72.4848301,63.98968447,73.09162621,9.101941748,2.407382819,340.9670486,1.12883139,-86.60219689,0.729776956,72.4848301
17,Upward,TRUE,0.645304799,5.998685162,6.009837162,0.011152,73.20884146,64.82469512,78.54420732,13.7195122,4.75491874,1329.750293,1.127907652,-93.76559122,0.593169649,76.25762195
18,D.Chevron,TRUE,0.600615978,6.493253365,6.561573365,0.06832,61.81352459,49.77459016,69.75409836,19.9795082,5.295180173,-105.3099419,3.150194516,-93.10104672,0.601328897,62.06967213
19,Complex,TRUE,0.789410889,6.571229289,6.588149289,0.01692,74.45444915,72.8654661,78.69173729,5.826271186,1.671012631,96.87715502,1.660830279,-93.60914184,0.628963697,74.98411017
20,Complex,TRUE,0.858339727,6.685253223,6.725509223,0.040256,64.31712963,63.47537879,68.10500842,4.62962963,1.764406442,-126.953252,1.20168719,-89.70173992,0.662633711,63.47537879
21,Complex,TRUE,0.698789001,6.848589179,6.873637179,0.025048,65.54187192,62.46305419,69.2364532,6.773399015,2.218014006,98.19368934,1.32226097,-99.87636031,0.451529076,69.2364532
22,Upward,TRUE,0.811162889,7.01680133,7.03814533,0.021344,67.44612069,63.40517241,70.40948276,7.004310345,1.662412705,218.3545889,1.239785748,-92.48556622,0.639412372,69.87068966
23,Upward,TRUE,0.778275073,7.175169334,7.192641334,0.017472,67.8021978,59.56043956,70.54945055,10.98901099,2.600232759,407.1240467,1.247333234,-96.03666956,0.574238725,70.54945055
24,Upward,TRUE,0.54008019,7.317737426,7.334017426,0.01628,99.75134409,95.71908602,101.7674731,6.048387097,1.864411145,-247.4790138,1.297848124,-109.1711808,0.338097129,100.4233871
25,Complex,TRUE,0.757996082,7.495117224,7.511077224,0.01596,69.61309524,65.44642857,70.20833333,4.761904762,1.251565436,66.06652686,1.344894221,-91.8908695,0.632911647,69.01785714
26,Downward,TRUE,0.769523382,9.021757882,9.054557882,0.0328,60.28409091,46.64772727,66.34469697,19.6969697,7.239363724,-592.7361868,1.585969567,-97.64007678,0.507739243,64.82954545
27,2Syllabes,TRUE,0.659567118,9.170333404,9.226421404,0.056088,63.78633721,44.89098837,84.8619186,39.97093023,9.059686099,-172.5026605,2.489513116,-94.07523784,0.503036866,65.23982558
28,2Syllabes,TRUE,0.768615067,9.354457566,9.381369566,0.026912,65.78525641,60.44337607,99.9732906,39.52991453,9.168425474,-614.3232371,1.621907095,-91.7649154,0.603890961,65.78525641
29,Complex,TRUE,0.830325723,9.528809521,9.569897521,0.041088,65.7994186,59.11337209,71.90406977,12.79069767,4.395101319,-280.7360922,1.56912822,-86.82706206,0.713870226,64.92732558
30,Complex,TRUE,0.687768698,9.698362274,9.725018274,0.026656,66.9892132,61.2785533,68.8927665,7.614213198,1.73389766,20.63007944,1.313054887,-92.95392613,0.627272845,66.35469543
31,Upward,TRUE,0.574139416,10.00586232,10.01354232,0.00768,94.84375,90.9375,101.875,10.9375,4.094425835,178.4104567,3.148540553,-115.6595401,0.171764695,94.0625
32,Downward,TRUE,0.861205637,10.14331393,10.21402993,0.070716,59.73130841,43.08411215,68.20093458,25.11682243,6.210517303,-267.7271962,1.919161605,-92.38862152,0.579105371,62.94392523
33,Upward,TRUE,0.762722969,10.34265774,10.36192174,0.019264,66.85319767,61.03924419,71.94040698,10.90116279,2.689403372,415.7611157,1.231349454,-88.92273239,0.706430009,71.21366279
34,2Syllabes,TRUE,0.603702009,10.97162652,10.98573852,0.014112,88.93206878,62.41691726,100.2957051,37.87878788,8.881072457,-575.7759517,1.899710241,-103.1538196,0.350760804,67.46742231
35,2Syllabes,TRUE,0.724244237,11.11605862,11.15922662,0.043168,66.59539474,56.72697368,97.84539474,41.11842105,8.385283188,10.17762029,2.65972034,-94.18592609,0.480019558,97.84539474
36,Chevron,TRUE,0.73966223,11.28882626,11.31749826,0.028672,67.85714286,61.71875,70.08928571,8.370535714,2.73747057,-124.2701226,1.513839332,-82.53480215,0.776758109,70.08928571
37,Upward,TRUE,0.735701919,11.61849795,11.64168195,0.023184,66.70673077,63.10096154,72.11538462,9.014423077,2.586209506,322.1403264,1.317086942,-95.12051107,0.586968159,72.11538462
38,Complex,TRUE,0.558215261,11.9363422,11.9597422,0.0234,93.17754425,87.6465708,99.81471239,12.16814159,3.931104878,-229.6130615,2.087491354,-98.36635664,0.459043696,87.6465708
39,Complex,TRUE,0.686571121,12.09308227,12.11516227,0.02208,66.80706522,62.45923913,101.5896739,39.13043478,9.224057768,-792.0701362,1.763121913,-94.8090402,0.534349267,71.1548913
40,Complex,TRUE,0.716692567,12.26067026,12.28611026,0.02544,97.39289906,93.8717723,102.6745892,8.802816901,1.826835855,87.90092197,1.328201966,-97.42560261,0.524537455,99.15346244
41,Frequency_Step,TRUE,0.648222148,12.97745828,13.01042228,0.032964,84.15322581,52.39919355,100.7862903,48.38709677,16.20601328,397.6282272,3.098596064,-94.74224931,0.471760181,99.77822581
42,Upward,TRUE,0.778956771,13.45581897,13.46998697,0.014168,88.34104938,84.48302469,96.05709877,11.57407407,4.059539776,583.6809751,2.161465338,-85.54009125,0.734892635,96.05709877
43,Complex,TRUE,0.669790149,13.63894698,13.65634698,0.0174,84.73214286,79.73214286,92.58928571,12.85714286,3.452087719,293.1891735,2.443560054,-88.36088912,0.652579739,85.44642857
44,Chevron,TRUE,0.75614208,13.96243872,13.97947872,0.01704,88.48776224,78.87237762,95.48076923,16.60839161,4.776961233,-274.9018644,1.78107454,-90.26722845,0.699172819,95.48076923
45,Upward,TRUE,0.555302143,14.45274672,14.46390672,0.01116,92.43589744,88.83012821,100.0480769,11.21794872,4.397936378,-81.17849683,2.269326273,-102.5598288,0.387926599,98.44551282
46,Upward,TRUE,0.538241029,14.47152666,14.47786266,0.006336,68.14849624,59.68984962,71.90789474,12.21804511,4.296401632,1320.343191,2.614380178,-88.75008239,0.602108518,70.96804511
47,Composite,TRUE,0.835252702,14.60080649,14.64520649,0.0444,65.75892857,55.71428571,92.54464286,36.83035714,5.331319813,-182.1498937,1.357022067,-74.58461775,0.821584712,69.10714286
48,Composite,TRUE,0.71245718,14.7571705,14.7861505,0.02898,69.50471698,62.42924528,116.6745283,54.24528302,11.37960277,-221.267782,2.864553335,-85.07045116,0.705642322,74.22169811
49,Frequency_Step,TRUE,0.55956775,16.82876769,16.84444769,0.01568,83.94176856,43.01256502,98.32229953,55.30973451,17.69788041,185.2682893,3.285236862,-96.43530734,0.460987997,59.60548537
50,Upward,TRUE,0.747889042,17.37094393,17.38851193,0.017568,88.30163043,84.22554348,91.01902174,6.793478261,1.24217284,162.0554398,1.161287896,-97.39586583,0.537274704,87.62228261
51,Downward,TRUE,0.673392057,17.72987509,17.74435509,0.01448,89.37327348,84.8843232,91.09979282,6.215469613,2.030409156,-307.7973957,1.514880454,-104.1354489,0.376379434,91.09979282
52,2Syllabes,TRUE,0.716715991,20.25660872,20.29212872,0.03552,68.35227273,48.72417355,97.27789256,48.55371901,15.03415844,712.523365,2.545627496,-100.4007804,0.381852507,69.38533058
53,Chevron,TRUE,0.643278241,21.2150002,21.2294442,0.014444,61.59810127,53.29113924,65.15822785,11.86708861,3.78279725,-478.7148271,1.614104506,-99.78609679,0.500267255,65.15822785
54,Frequency_Step,TRUE,1,21.57562797,21.60537197,0.029744,88.79744487,61.01966709,99.21411154,38.19444444,10.2701159,-376.7390513,2.450090509,-106.2658331,0.255347039,87.92938931
55,Downward,TRUE,0.825603724,21.91499311,21.94993711,0.034944,67.3592033,52.24931319,72.1668956,19.91758242,5.684390576,-469.4981936,1.300027909,-95.87841824,0.479076521,67.3592033
56,Downward,TRUE,0.765633821,22.07634462,22.11994062,0.043596,67.36893481,47.61318768,84.96950952,37.35632184,7.36533939,-317.3115178,2.630413303,-90.14119042,0.603692945,69.88330262
57,Downward,TRUE,0.825811982,22.24986842,22.30732442,0.057456,63.48135965,47.03399123,69.5120614,22.47807018,5.320821164,-243.3487301,1.877081173,-88.73373726,0.624358402,66.22258772
58,Upward,TRUE,0.728637755,22.44522834,22.46922834,0.024,66.86725207,60.66890496,100.9581612,40.2892562,10.48023985,124.6525311,2.377949111,-99.53823919,0.398774383,73.06559917
59,Downward,TRUE,0.854862213,23.0036253,23.0489853,0.04536,68.83223684,58.63486842,82.31907895,23.68421053,6.508093031,-338.6361418,2.541993927,-82.84626684,0.792076063,76.39802632
60,2Syllabes,TRUE,0.704305589,23.38137589,23.42435189,0.042976,67.01257862,46.57232704,87.45283019,40.88050314,7.627683606,-173.250264,2.714893758,-79.90207043,0.763475699,69.37106918
61,2Syllabes,TRUE,0.674493194,23.5622247,23.6269527,0.064728,65.84821429,52.27678571,94.41964286,42.14285714,9.150560944,150.558039,2.32830306,-79.2897217,0.773980076,69.41964286
62,Composite,TRUE,0.711357832,23.75924459,23.82140459,0.06216,64.91799645,51.62012411,115.4499113,63.82978723,10.79839451,-12.44321206,3.046747757,-81.18417307,0.734921269,68.46409574
63,Composite,TRUE,0.621944785,23.94135629,23.99518029,0.053824,68.86752137,49.63675214,105.1923077,55.55555556,10.71739625,-36.05910587,2.303137081,-82.81754267,0.679614019,73.14102564
64,Harmonic,TRUE,0.596646488,24.09219239,24.13830439,0.046112,67.31060606,57.84090909,100.4545455,42.61363636,7.040581628,-370.7766756,2.003549687,-75.99441849,0.778955101,69.20454545
65,Harmonic,TRUE,0.59928143,24.25313676,24.29265276,0.039516,65,58.30357143,112.9910714,54.6875,5.610684545,-86.9281712,1.570304819,-79.19272445,0.720650863,65
66,Downward,TRUE,0.746870756,24.3078091,24.3221731,0.014364,94.21052632,87.63157895,95.52631579,7.894736842,2.39477299,-380.1536004,1.463411954,-84.21379675,0.744296304,94.21052632
67,2Syllabes,TRUE,0.732458234,24.43248909,24.50256909,0.07008,64.45578231,61.9047619,67.00680272,5.102040816,2.015079061,-95.93061507,1.007101629,-76.93509597,0.776181186,66.15646259
68,2Syllabes,TRUE,0.623838425,24.60654222,24.65210222,0.04556,68.62268519,59.36342593,111.2152778,51.85185185,10.30494345,31.47631613,3.121468597,-81.62281623,0.753301942,69.54861111
69,2Syllabes,TRUE,0.655536652,24.77629209,24.79267209,0.01638,93.74410377,63.08372642,103.178066,40.09433962,15.16764594,-1831.343798,3.185219481,-93.80819608,0.567934732,65.44221698
70,2Syllabes,TRUE,0.617732525,24.93314493,24.95313693,0.019992,94.46022727,63.52588384,105.1925505,41.66666667,8.909614342,-787.1655941,2.012422609,-98.80748009,0.427461286,96.35416667
71,2Syllabes,TRUE,0.771480441,26.13787717,26.19720917,0.059332,63.7804878,50.06097561,89.69512195,39.63414634,12.36849199,177.929001,2.544280303,-93.67435854,0.522001904,66.06707317
72,Frequency_Step,TRUE,0.67003268,26.31958923,26.38422923,0.06464,64.21875,49.375,100.15625,50.78125,9.222767469,110.8324526,2.541081545,-92.1562373,0.521028216,61.875
73,Complex,TRUE,0.710615814,26.51665308,26.54885308,0.0322,91.42857143,76.42857143,95,18.57142857,3.692562691,85.49924529,1.40169469,-92.48253563,0.61102852,93.57142857
74,2Syllabes,TRUE,0.702203155,26.85696125,26.88339325,0.026432,58.51216814,55.19358407,99.44137168,44.24778761,17.0108749,-1624.557421,2.042898421,-93.39691224,0.553519062,98.33517699
75,Chevron,TRUE,0.726260364,27.20286611,27.21947411,0.016608,64.33908046,59.31034483,65.77586207,6.465517241,1.772839465,-118.9864716,1.339439731,-80.98288176,0.828152215,65.05747126
76,Downward,TRUE,0.748988032,27.23222143,27.24582943,0.013608,84.42868098,73.69248466,88.26303681,14.57055215,4.090394503,-839.3024308,1.210350126,-94.11102814,0.616134107,83.66180982
77,Downward,TRUE,0.637881637,27.56637812,27.58193012,0.015552,59.0162037,43.58410494,62.8742284,19.29012346,6.039256768,-782.2300775,2.064341463,-92.56892623,0.659603528,62.8742284
78,2Syllabes,TRUE,0.731530905,27.87271294,27.90986494,0.037152,65.21634615,46.94711538,93.10096154,46.15384615,11.16277389,80.66196542,2.172052721,-91.33616425,0.560791333,67.13942308
79,Downward,TRUE,0.714479446,28.04005274,28.09772474,0.057672,64.33310056,47.57332402,90.17108939,42.59776536,6.969474656,-292.1208783,2.426725527,-90.73473584,0.557702622,69.91969274
80,Downward,TRUE,0.906023204,28.20792638,28.27146238,0.063536,65.23809524,49.16666667,71.19047619,22.02380952,5.508765191,-196.4141007,2.823403468,-84.30314028,0.793064718,65.23809524
81,Complex,TRUE,0.748913288,28.3914328,28.4339208,0.042488,70.00137665,62.29212555,77.15996696,14.86784141,3.321623998,-105.5450584,2.378331339,-84.43459074,0.757346949,71.65335903
82,Complex,TRUE,0.749406099,28.57285274,28.60410074,0.031248,67.58640553,62.9781106,74.49884793,11.52073733,4.242453515,-307.9036266,1.697036247,-88.59384247,0.714317146,74.49884793
83,2Syllabes,TRUE,0.714514136,28.88682982,28.91464582,0.027816,67.12090164,59.94877049,102.9815574,43.03278689,9.193151995,-607.0275464,2.447333367,-89.26178665,0.637828309,67.12090164
84,Frequency_Step,TRUE,0.625681579,30.41859768,30.46087768,0.04228,60.42763158,46.44736842,90.03289474,43.58552632,12.49406139,118.8491323,2.443895027,-101.8750521,0.350408927,77.69736842
85,Downward,TRUE,0.726772189,30.55669035,30.60896235,0.052272,66.69051364,45.96187042,70.45935786,24.49748744,6.906383195,-323.6932224,1.814541821,-92.91640684,0.550301403,69.83121715
86,Downward,TRUE,0.713619351,30.73065068,30.79068268,0.060032,63.94424755,51.10942612,70.64067612,19.53125,4.920143496,-230.426269,1.511659165,-95.6924592,0.488765273,66.73442612
87,Downward,TRUE,0.57752502,30.92401346,30.95835746,0.034344,65.42177914,47.78374233,70.02300613,22.2392638,7.341628346,-645.4194265,1.252188591,-100.0484572,0.439167215,69.25613497
88,2Syllabes,TRUE,0.569195747,31.11794143,31.15819743,0.040256,85.16409428,54.14219647,95.20059063,41.05839416,11.35632566,660.5316317,1.668621495,-104.0469298,0.27287166,66.9159191
89,Chevron,TRUE,0.700027704,31.30546171,31.31971771,0.014256,89.34432515,80.90874233,91.64493865,10.73619632,2.98296469,-134.4821769,1.566944325,-97.27883408,0.532522487,90.87806748
90,Upward,TRUE,0.652745008,35.78358417,35.78640417,0.00282,90.9903169,83.06778169,98.91285211,15.84507042,6.579578131,1159.438903,5.794256281,-104.1863952,0.383021218,88.34947183
91,Frequency_Step,TRUE,0.64415282,36.08136796,36.10156796,0.0202,64.00735294,48.07598039,99.54656863,51.47058824,12.11039712,-222.4666212,2.384279654,-101.6914555,0.33562128,64.00735294
92,2Syllabes,TRUE,0.769849896,36.77017608,36.79638408,0.026208,60.04464286,45.75892857,98.13988095,52.38095238,10.19419804,-1026.170916,1.365148914,-101.2112179,0.356883236,61.23511905
93,2Syllabes,TRUE,0.88156873,36.95900265,37.00687465,0.047872,64.92408192,47.97492938,83.99187853,36.01694915,7.614936183,-127.4365427,2.171564584,-95.60243424,0.49172898,64.92408192
94,2Syllabes,TRUE,0.618010104,37.15688688,37.19745888,0.040572,64.98310811,51.46959459,87.78716216,36.31756757,8.463899999,393.5429147,1.890993416,-102.000306,0.345726819,63.29391892
95,2Syllabes,TRUE,0.687702477,37.34128651,37.36757451,0.026288,63.6875,50.6875,88.6875,38,10.04031009,556.0781276,1.80371341,-94.92254043,0.533859429,64.6875
96,Chevron,TRUE,0.818377614,37.53605638,37.56495238,0.028896,90.98214286,76.8452381,95.44642857,18.60119048,5.113118094,-256.6860617,1.55215753,-100.3518817,0.409911765,83.54166667
97,2Syllabes,TRUE,0.620399475,37.71808871,37.75178471,0.033696,65.50805215,52.47124233,86.98044479,34.50920245,10.30759477,530.2532693,2.242351868,-97.64851931,0.443432026,65.50805215
98,2Syllabes,TRUE,0.777709365,37.89505928,37.95422728,0.059168,65.99349711,50.09754335,86.22471098,36.12716763,7.800192695,38.89377033,2.097128618,-90.42423474,0.60388478,67.43858382
99,Chevron,TRUE,0.737159967,38.09299204,38.11966804,0.026676,92.66715116,81.76598837,97.02761628,15.26162791,4.480063677,-134.2273377,1.571619729,-104.0676731,0.345627635,88.30668605
100,Chevron,TRUE,0.77758956,38.45569388,38.47642988,0.020736,79.08564815,73.29861111,81.97916667,8.680555556,2.651532549,-195.7865094,1.512789489,-100.177781,0.466885151,79.08564815
101,2Syllabes,TRUE,0.765124261,38.98408615,39.04938215,0.065296,62.64377934,46.79870892,73.20715962,26.4084507,7.310946574,27.29323707,2.744621918,-92.48902199,0.546683048,63.81748826
102,2Syllabes,TRUE,0.680960417,39.18780118,39.22812118,0.04032,65.20890884,48.6343232,86.61774862,37.98342541,10.8673452,248.9335201,3.396302236,-96.72872706,0.450655531,61.75587017
103,Complex,TRUE,0.632886708,40.46225271,40.49114871,0.028896,63.00578035,52.16763006,67.34104046,15.1734104,5.353495037,-302.4641289,1.70684525,-101.0960155,0.456028971,67.34104046
104,Chevron,TRUE,0.794624507,40.6385575,40.6607015,0.022144,96.9612069,85.46695402,99.11637931,13.64942529,4.095577035,-247.043297,1.65171675,-98.85664062,0.467747974,96.9612069
105,Frequency_Step,TRUE,0.635018647,40.98284398,41.02578798,0.042944,66.02642276,49.76626016,102.6117886,52.84552846,14.69544764,205.0592769,2.395102291,-98.9161319,0.375458084,58.91260163
106,Frequency_Step,TRUE,0.694384038,41.15506666,41.20099066,0.045924,86.00961538,48.50961538,105.2403846,56.73076923,14.78185835,277.2199939,2.432992009,-90.66393678,0.582235208,86.97115385
107,Downward,TRUE,0.730785668,41.46130233,41.50471833,0.043416,67.70111386,59.65655941,73.27042079,13.61386139,4.88596627,-311.4657286,1.452655606,-84.3089542,0.735805954,73.27042079
108,2Syllabes,TRUE,0.703203201,41.63777466,41.68770266,0.049928,69.0664557,44.54113924,86.47151899,41.93037975,11.70453871,342.220998,2.719146212,-84.23188107,0.7096065,69.85759494
109,2Syllabes,TRUE,0.717551172,41.79798914,41.86091714,0.062928,65.55232558,44.47674419,87.35465116,42.87790698,7.791189587,23.22446432,3.375107241,-85.0673118,0.664824968,67.00581395
110,Downward,TRUE,0.908428848,41.97208277,42.02178677,0.049704,69.21518265,57.79965753,74.92294521,17.12328767,4.817037484,-239.2057734,2.214697257,-80.70406459,0.795928163,72.63984018
111,2Syllabes,TRUE,0.897997022,42.1356236,42.1807756,0.045152,70.46076642,55.86222628,106.9571168,51.09489051,10.19611684,-84.311098,2.345152848,-83.96068816,0.714227289,70.46076642
112,2Syllabes,TRUE,0.646770179,42.30810611,42.32849011,0.020384,89.37815657,61.60037879,103.2670455,41.66666667,17.6168816,-2409.998544,2.134432402,-97.46244749,0.475059207,65.38825758
113,Chevron,TRUE,0.728086889,42.65022799,42.66573199,0.015504,86.06707317,80.57926829,87.28658537,6.707317073,1.91577419,-309.9184812,1.248461691,-88.54784392,0.724019909,84.84756098
114,Complex,TRUE,0.75620544,43.32959722,43.35058922,0.020992,91.19664634,87.38567073,95.76981707,8.384146341,3.024504352,-99.02410294,1.462381352,-95.20944695,0.573118157,91.95884146
115,Downward,TRUE,0.828851163,43.48590511,43.49825311,0.012348,61.84121622,52.12837838,68.17567568,16.0472973,4.62002337,-830.5243443,2.127970123,-90.48677006,0.688703267,64.7972973
116,Upward,TRUE,0.632867098,43.50175937,43.51933537,0.017576,88.05147059,88.05147059,94.66911765,6.617647059,2.56100462,384.4846997,1.128720439,-98.16783555,0.50731499,94.66911765
117,2Syllabes,TRUE,0.582417965,44.26128537,44.28535737,0.024072,63.24317227,51.16334034,87.92804622,36.76470588,13.03555043,1080.291245,1.834633468,-106.6479782,0.271922082,84.77678571
118,Chevron,TRUE,0.726120174,44.59764948,44.61216548,0.014516,67.421875,62.21354167,68.72395833,6.510416667,2.248608445,-376.2511743,1.322538301,-105.3970342,0.348783178,68.72395833
119,Chevron,TRUE,0.712590754,46.44300877,46.45611277,0.013104,70.3261612,65.54474044,71.69228142,6.147540984,2.004078704,-260.081688,1.444286914,-95.60326956,0.58987104,71.69228142
120,Downward,TRUE,0.642926812,46.99325805,47.01248205,0.019224,84.29818436,78.71159218,95.47136872,16.75977654,5.253234999,-875.518875,1.077353716,-103.1171707,0.35003571,82.90153631
121,2Syllabes,TRUE,0.810371816,47.9390901,47.9889461,0.049856,67.47463841,47.7377963,87.21148051,39.47368421,9.220194971,19.90173224,2.716013718,-87.08376547,0.658980862,70.76411209
122,2Syllabes,TRUE,0.699294865,48.10170877,48.15843277,0.056724,66.92835366,48.63567073,86.74542683,38.1097561,8.957014799,39.45633184,2.524064468,-84.00794513,0.684254253,69.97713415
123,Complex,TRUE,0.813626409,48.28118799,48.32057599,0.039388,69.38858696,63.41032609,71.01902174,7.608695652,2.535476029,-148.3919382,1.374344894,-72.42162175,0.849180442,71.01902174
124,Frequency_Step,TRUE,0.689070106,48.46225502,48.48709502,0.02484,65.29094828,58.82543103,100.8512931,42.02586207,15.96622553,-626.8848801,3.04301918,-93.78982552,0.561522843,66.36853448
125,Frequency_Step,TRUE,0.631953657,50.42120975,50.45543375,0.034224,63.9375,50.9375,102.9375,52,16.08369028,-21.20013207,4.282678442,-89.64989711,0.641617451,85.9375
126,Frequency_Step,TRUE,0.61229521,50.62671627,50.65583627,0.02912,67.80057252,52.53339695,103.105916,50.57251908,13.81937509,-242.3984973,4.524411576,-89.12702875,0.64365591,67.80057252
127,Frequency_Step,TRUE,0.735176921,52.22626382,52.25689982,0.030636,62.01576577,50.7545045,96.92567568,46.17117117,15.10551724,-236.3031153,2.479070454,-87.1487367,0.698355492,85.66441441
128,Frequency_Step,TRUE,0.590908647,52.42743335,52.45817335,0.03074,82.68318966,53.37284483,95.61422414,42.24137931,16.12082029,-357.6586542,3.024240393,-94.59047212,0.517218868,58.54525862
129,Frequency_Step,TRUE,0.750388563,52.63346374,52.66298374,0.02952,63.05894309,47.81504065,97.61178862,49.79674797,12.58484736,214.2031552,2.379331005,-91.18700294,0.580135344,64.07520325
130,Upward,TRUE,0.688050568,52.81572627,52.82871827,0.012992,90.79044118,85.88848039,91.40318627,5.514705882,1.695257819,331.0676028,1.171555245,-95.55862624,0.574689796,90.79044118
131,Chevron,TRUE,0.778298795,55.1611934,55.1824094,0.021216,85.13231982,78.93862613,86.25844595,7.31981982,2.059353921,-109.2612801,1.864168366,-95.57440868,0.606181052,85.13231982
132,Downward,TRUE,0.850782454,56.3269901,56.3708861,0.043896,62.68481183,42.85954301,68.39717742,25.53763441,7.542006476,-534.8422859,1.253514436,-83.75513652,0.749052889,67.0530914
133,2Syllabes,TRUE,0.701581299,56.5178725,56.5866525,0.06878,63.66758242,47.18406593,83.58516484,36.4010989,7.894889975,-80.44498366,2.813132706,-85.1086748,0.718105394,62.29395604
134,2Syllabes,TRUE,0.729815543,56.73182697,56.77160697,0.03978,61.73295455,46.31087662,84.46022727,38.14935065,9.501780396,94.35319516,2.622624561,-93.01310275,0.552417971,64.97970779
135,Downward,TRUE,0.729700923,58.73449674,58.74703674,0.01254,83.19940476,79.0327381,84.98511905,5.952380952,1.766825302,-25.30273844,1.524436675,-100.5266515,0.475703208,83.79464286
136,Downward,TRUE,0.597556114,66.09148903,66.10741703,0.015928,56.88881215,48.25621547,60.6871547,12.43093923,3.784262186,-399.5300887,1.933395715,-109.6236623,0.250738353,52.39986188
137,2Syllabes,TRUE,1,66.15500304,66.16378704,0.008784,52.24259914,48.17755849,86.79544467,38.61788618,17.89944827,-4545.739268,1.601499268,-106.2767316,0.246612023,84.76292435
138,2Syllabes,TRUE,0.743522465,66.3160124,66.3803404,0.064328,63.67312834,46.2934492,82.38970588,36.09625668,7.784350684,-91.46917832,2.211943792,-96.23843825,0.455481575,67.01537433
139,2Syllabes,TRUE,0.68780452,66.53023401,66.57090601,0.040672,66.33522727,54.59280303,85.65340909,31.06060606,9.64869176,558.613549,1.515397072,-101.358319,0.337290858,65.19886364
140,Chevron,TRUE,0.58279711,67.35253622,67.36517222,0.012636,71.71106557,70.17418033,77.85860656,7.68442623,1.781535636,110.0439397,1.605598962,-101.9725163,0.461330149,72.22336066
141,Downward,TRUE,0.789687276,71.71573531,71.76789931,0.052164,63.08573106,47.46073106,73.90303876,26.44230769,6.617125017,-370.2937228,1.865760673,-93.85388317,0.551401648,69.69630799
142,Chevron,TRUE,0.628915489,72.02026028,72.03996028,0.0197,87.2731599,82.19701777,96.7909264,14.59390863,3.683001325,-272.7501496,2.165624814,-108.6935185,0.27326589,86.63864213
